,competitor hotel id,trip thrills hotel id,similarity score,same_area,same_region,same_pricing
0,0,0,0.4375,False,False,True
1,0,1,0.6363636363636364,False,False,False
2,0,2,0.46153846153846156,False,False,False
3,0,3,0.3333333333333333,False,False,True
4,0,4,0.5,False,False,True
5,0,5,0.5,False,False,True
6,0,6,0.5384615384615384,False,False,True
7,0,7,0.5833333333333334,False,False,False
8,0,8,0.6666666666666666,False,True,True
9,0,9,0.6363636363636364,True,True,True
10,0,10,0.0,False,True,True
11,0,11,0.6363636363636364,False,True,False
12,0,12,0.46153846153846156,False,True,True
13,0,13,0.6666666666666666,False,True,False
14,0,14,0.5454545454545454,False,True,True
15,0,15,0.5454545454545454,False,True,True
16,0,16,0.5384615384615384,True,True,False
17,0,17,0.5714285714285714,False,True,True
18,0,18,0.5714285714285714,True,True,True
19,0,19,0.5714285714285714,True,True,True
20,0,20,0.5384615384615384,False,True,False
21,0,21,0.5833333333333334,False,True,True
22,0,22,0.5833333333333334,False,True,True
23,0,23,0.5,False,True,True
24,0,24,0.46153846153846156,False,True,True
25,0,25,0.5,False,True,True
26,0,26,0.5,False,True,True
27,0,27,0.5833333333333334,False,True,True
28,0,28,0.5833333333333334,False,True,True
29,0,29,0.5833333333333334,True,True,False
30,0,30,0.5833333333333334,False,True,True
31,0,31,0.5,True,True,False
32,0,32,0.5833333333333334,False,True,True
33,0,33,0.5833333333333334,False,True,True
34,0,34,0.5,False,True,True
35,0,35,0.5833333333333334,False,True,True
36,0,36,0.5,False,True,True
37,0,37,0.5833333333333334,False,True,False
38,0,38,0.5384615384615384,False,True,False
39,0,39,0.5833333333333334,False,True,True
40,0,40,0.6666666666666666,False,True,False
41,0,41,0.5833333333333334,False,True,True
42,0,42,0.5833333333333334,False,True,True
43,0,43,0.4166666666666667,False,True,False
44,0,44,0.45454545454545453,False,True,True
45,0,45,0.45454545454545453,False,True,False
46,0,46,0.4166666666666667,False,True,False
47,0,47,0.3076923076923077,False,True,True
48,0,48,0.45454545454545453,False,True,False
49,0,49,0.0,False,True,True
50,0,50,0.4,False,True,True
51,0,51,0.5,False,True,True
52,0,52,0.42857142857142855,False,True,True
53,0,53,0.5,False,True,True
54,0,54,0.6153846153846154,False,True,True
55,0,55,0.6666666666666666,False,True,True
56,0,56,0.5714285714285714,False,True,True
57,0,57,0.5,False,True,False
58,0,58,0.2857142857142857,False,True,True
59,0,59,0.38461538461538464,False,True,True
60,0,60,0.46153846153846156,False,True,True
61,0,61,0.5,False,True,False
62,0,62,0.6666666666666666,False,True,True
63,0,63,0.6666666666666666,False,True,True
64,0,64,0.5333333333333333,False,True,False
65,0,65,0.4666666666666667,False,True,False
66,0,66,0.5714285714285714,True,True,True
67,0,67,0.5384615384615384,True,True,True
68,0,68,0.5714285714285714,True,True,True
69,0,69,0.5714285714285714,True,True,False
70,0,70,0.6153846153846154,True,True,False
71,0,71,0.5714285714285714,True,True,False
72,0,72,0.5384615384615384,True,True,False
73,0,73,0.5384615384615384,True,True,False
74,0,74,0.5,True,True,False
75,0,75,0.5,True,True,True
76,0,76,0.6153846153846154,True,True,False
77,1,0,0.3181818181818182,False,False,True
78,1,1,0.2,False,False,False
79,1,2,0.19047619047619047,False,False,False
80,1,3,0.2222222222222222,False,False,True
81,1,4,0.2,False,False,True
82,1,5,0.2,False,False,True
83,1,6,0.3,False,False,True
84,1,7,0.3157894736842105,False,False,False
85,1,8,0.23809523809523808,False,False,True
86,1,9,0.2,False,False,True
87,1,10,0.0,False,False,True
88,1,11,0.2,False,False,False
89,1,12,0.19047619047619047,False,False,True
90,1,13,0.23809523809523808,False,False,False
91,1,14,0.21052631578947367,False,False,True
92,1,15,0.21052631578947367,False,False,True
93,1,16,0.23809523809523808,False,False,False
94,1,17,0.3333333333333333,False,False,True
95,1,18,0.3333333333333333,False,False,True
96,1,19,0.3333333333333333,False,False,True
97,1,20,0.23809523809523808,False,False,False
98,1,21,0.25,False,False,True
99,1,22,0.25,False,False,True
100,1,23,0.2631578947368421,False,False,True
101,1,24,0.25,False,False,True
102,1,25,0.2631578947368421,False,False,True
103,1,26,0.2631578947368421,False,False,True
104,1,27,0.25,False,False,True
105,1,28,0.25,False,False,True
106,1,29,0.25,False,False,False
107,1,30,0.25,False,False,True
108,1,31,0.2631578947368421,False,False,False
109,1,32,0.25,False,False,True
110,1,33,0.25,False,False,True
111,1,34,0.2,False,False,True
112,1,35,0.25,False,False,True
113,1,36,0.2,False,False,True
114,1,37,0.25,False,False,False
115,1,38,0.3,False,False,False
116,1,39,0.25,False,False,True
117,1,40,0.3,False,False,False
118,1,41,0.25,False,False,True
119,1,42,0.25,False,False,True
120,1,43,0.15,False,False,False
121,1,44,0.15789473684210525,False,False,True
122,1,45,0.1,False,False,False
123,1,46,0.21052631578947367,False,False,False
124,1,47,0.2777777777777778,False,False,True
125,1,48,0.2222222222222222,False,False,False
126,1,49,0.0,False,False,True
127,1,50,0.1111111111111111,False,False,True
128,1,51,0.16666666666666666,False,False,True
129,1,52,0.3684210526315789,False,False,True
130,1,53,0.35,False,False,True
131,1,54,0.2857142857142857,False,False,True
132,1,55,0.23809523809523808,False,False,True
133,1,56,0.2727272727272727,False,False,True
134,1,57,0.2,False,False,False
135,1,58,0.14285714285714285,False,False,True
136,1,59,0.2,False,False,True
137,1,60,0.25,False,False,True
138,1,61,0.2,False,False,False
139,1,62,0.3,False,False,True
140,1,63,0.3,False,False,True
141,1,64,0.3181818181818182,False,False,False
142,1,65,0.3333333333333333,True,False,False
143,1,66,0.3333333333333333,False,False,True
144,1,67,0.3,False,False,True
145,1,68,0.3333333333333333,False,False,True
146,1,69,0.3333333333333333,False,False,False
147,1,70,0.35,False,False,False
148,1,71,0.3333333333333333,False,False,False
149,1,72,0.3684210526315789,False,False,False
150,1,73,0.3684210526315789,False,False,False
151,1,74,0.35,False,False,False
152,1,75,0.35,False,False,True
153,1,76,0.2857142857142857,False,False,False
154,2,0,0.3181818181818182,False,False,True
155,2,1,0.2631578947368421,False,False,False
156,2,2,0.19047619047619047,False,False,False
157,2,3,0.2222222222222222,False,False,True
158,2,4,0.2631578947368421,False,False,True
159,2,5,0.2631578947368421,False,False,True
160,2,6,0.3,False,False,True
161,2,7,0.3157894736842105,False,False,False
162,2,8,0.3,False,False,True
163,2,9,0.2631578947368421,False,False,True
164,2,10,0.0,False,False,True
165,2,11,0.2631578947368421,False,False,False
166,2,12,0.25,False,False,True
167,2,13,0.3,False,False,False
168,2,14,0.2777777777777778,False,False,True
169,2,15,0.21052631578947367,False,False,True
170,2,16,0.3,False,False,False
171,2,17,0.4,False,False,True
172,2,18,0.4,False,False,True
173,2,19,0.4,False,False,True
174,2,20,0.3,False,False,False
175,2,21,0.3157894736842105,False,False,True
176,2,22,0.3157894736842105,False,False,True
177,2,23,0.2631578947368421,False,False,True
178,2,24,0.25,False,False,True
179,2,25,0.2631578947368421,False,False,True
180,2,26,0.2631578947368421,False,False,True
181,2,27,0.3157894736842105,False,False,True
182,2,28,0.3157894736842105,False,False,True
183,2,29,0.3157894736842105,False,False,False
184,2,30,0.3157894736842105,False,False,True
185,2,31,0.3333333333333333,False,False,False
186,2,32,0.3157894736842105,False,False,True
187,2,33,0.3157894736842105,False,False,True
188,2,34,0.2631578947368421,False,False,True
189,2,35,0.3157894736842105,False,False,True
190,2,36,0.2631578947368421,False,False,True
191,2,37,0.3157894736842105,False,False,False
192,2,38,0.3684210526315789,False,False,False
193,2,39,0.3157894736842105,False,False,True
194,2,40,0.3684210526315789,False,False,False
195,2,41,0.3157894736842105,False,False,True
196,2,42,0.3157894736842105,False,False,True
197,2,43,0.21052631578947367,False,False,False
198,2,44,0.15789473684210525,False,False,True
199,2,45,0.15789473684210525,False,False,False
200,2,46,0.2777777777777778,False,False,False
201,2,47,0.2777777777777778,False,False,True
202,2,48,0.2222222222222222,False,False,False
203,2,49,0.0,False,False,True
204,2,50,0.1111111111111111,False,False,True
205,2,51,0.16666666666666666,False,False,True
206,2,52,0.3684210526315789,False,False,True
207,2,53,0.35,False,False,True
208,2,54,0.35,False,False,True
209,2,55,0.3,False,False,True
210,2,56,0.3333333333333333,False,False,True
211,2,57,0.2631578947368421,False,False,False
212,2,58,0.14285714285714285,False,False,True
213,2,59,0.2,False,False,True
214,2,60,0.25,False,False,True
215,2,61,0.2631578947368421,False,False,False
216,2,62,0.3684210526315789,False,False,True
217,2,63,0.3684210526315789,False,False,True
218,2,64,0.38095238095238093,False,False,False
219,2,65,0.3333333333333333,True,False,False
220,2,66,0.4,False,False,True
221,2,67,0.3684210526315789,False,False,True
222,2,68,0.4,False,False,True
223,2,69,0.4,False,False,False
224,2,70,0.42105263157894735,False,False,False
225,2,71,0.4,False,False,False
226,2,72,0.3684210526315789,False,False,False
227,2,73,0.3684210526315789,False,False,False
228,2,74,0.35,False,False,False
229,2,75,0.35,False,False,True
230,2,76,0.35,False,False,False
231,3,0,0.2727272727272727,False,True,False
232,3,1,0.21052631578947367,False,True,True
233,3,2,0.2,True,True,True
234,3,3,0.23529411764705882,False,True,False
235,3,4,0.21052631578947367,False,True,False
236,3,5,0.21052631578947367,False,True,False
237,3,6,0.3157894736842105,False,True,False
238,3,7,0.3333333333333333,False,True,False
239,3,8,0.25,False,False,False
240,3,9,0.21052631578947367,False,False,False
241,3,10,0.0,False,False,False
242,3,11,0.21052631578947367,False,False,True
243,3,12,0.2,False,False,False
244,3,13,0.25,False,False,True
245,3,14,0.2222222222222222,False,False,False
246,3,15,0.2222222222222222,False,False,False
247,3,16,0.25,False,False,True
248,3,17,0.35,False,False,False
249,3,18,0.35,False,False,False
250,3,19,0.35,False,False,False
251,3,20,0.25,False,False,True
252,3,21,0.2631578947368421,False,False,False
253,3,22,0.2631578947368421,False,False,False
254,3,23,0.2777777777777778,False,False,False
255,3,24,0.2631578947368421,False,False,False
256,3,25,0.2777777777777778,False,False,False
257,3,26,0.2777777777777778,False,False,False
258,3,27,0.2631578947368421,False,False,False
259,3,28,0.2631578947368421,False,False,False
